ID_PERSONA;cluster_id;TESTO_PULITO;ETA_x;DURATA;Ral di uscita_x;TITOLO_DI_STUDIO;SESSO;GENERAZIONE;QUALIFICA;CCNL;Contenuti tecnici;Commento1;Livello di autonomia;Commento2;Opportunità di proporre nuove idee;Commento3;Sfide connesse al ruolo;Commento4;Relazione con il team;Commento5;Relazione con il management;Commento6;Ambiente fisico di lavoro;Commento7;Compensation e benefit;Commento8;Bilanciamento lavoro-vita privata;Commento9;Cultura e valori aziendali;Commento10;Opportunità professionale in altra azienda;Maggiore allineamento rispetto a competenze e interessi;Maggiore impatto sul risultato;Nuove sfide;Migliore offerta di Compensation e/o Benefit;Migliore bilanciamento vita privata/lavoro;Altro;Commento_finale;Consiglieresti Hera ai tuoi amici?;Cosa avrebbe potuto fare l'azienda per evitare la tua uscita?;tfidf_attività;tfidf_autonomia;tfidf_avuto;tfidf_bene;tfidf_buon;tfidf_cui;tfidf_esperienza;tfidf_feedback;tfidf_lavorare;tfidf_modo;tfidf_ottimo;tfidf_parte;tfidf_poco;tfidf_punto;tfidf_qualche;tfidf_sempre;tfidf_solo;tfidf_team;ANZIANITA_AZIENDALE;Ral di uscita_y;ETA_y;valutazione performance 2022;valutazione performance 2023;valutazione performance 2024;valutazione performance 2025;valutazione performance 2026;QUALIFICA_Operaio;QUALIFICA_Quadro;MACROGRUPPO_Ambiente, Economia Circolare e Servizi Operativi (2);MACROGRUPPO_Energie Rinnovabili;MACROGRUPPO_Governance, Persone e Funzioni Centrali;MACROGRUPPO_Gruppo Territoriale e Controllate;MACROGRUPPO_Gruppo Territoriale e Controllate (2);MACROGRUPPO_Innovazione e Trasformazione Digitale;MACROGRUPPO_Mercato, Clienti e Vendite;MACROGRUPPO_Reti e Infrastrutture;MACROGRUPPO_Servizi Corporate;MACROGRUPPO_Sviluppo Business e Partnership;MACRO_FAMIGLIA_PROFESSIONALE_ACQUISTI E APPALTI;MACRO_FAMIGLIA_PROFESSIONALE_AMBIENTE;MACRO_FAMIGLIA_PROFESSIONALE_AMMINISTRAZIONE, FINANZA E CONTROLLO;MACRO_FAMIGLIA_PROFESSIONALE_BUSINESS DEVELOPMENT;MACRO_FAMIGLIA_PROFESSIONALE_COMUNICAZIONE E STAKEHOLDER MANAGEMENT;MACRO_FAMIGLIA_PROFESSIONALE_DISTRIBUZIONE ENERGY;MACRO_FAMIGLIA_PROFESSIONALE_EDILE;MACRO_FAMIGLIA_PROFESSIONALE_ILLUMINAZIONE PUBBLICA;MACRO_FAMIGLIA_PROFESSIONALE_INFORMATION E COMMUNICATION TECHNOLOGY;MACRO_FAMIGLIA_PROFESSIONALE_INGEGNERIA;MACRO_FAMIGLIA_PROFESSIONALE_INNOVAZIONE E SVILUPPO TECNOLOGICO;MACRO_FAMIGLIA_PROFESSIONALE_LABORATORI;MACRO_FAMIGLIA_PROFESSIONALE_MARKETING, VENDITA E GESTIONE CLIENTI;MACRO_FAMIGLIA_PROFESSIONALE_OPERATIONS;MACRO_FAMIGLIA_PROFESSIONALE_PERSONALE E ORGANIZZAZIONE;MACRO_FAMIGLIA_PROFESSIONALE_REGOLAZIONE, GOVERNANCE E COMPLIANCE;MACRO_FAMIGLIA_PROFESSIONALE_Sconosciuto;MACRO_FAMIGLIA_PROFESSIONALE_TRADING;MACRO_FAMIGLIA_PROFESSIONALE_VARIE;FL_RESPONSABILE_Sconosciuto;FL_RESPONSABILE_Sì
3E+14;0;discreto buon mix dipendeva progetto inciso parte sotto necessità maggiore fiducia contribuito alcuni tratti alcune idee recepite altre meno resta punto miglioramento maggiore chiarezza sarebbe stato ottimo spesso oltre buona varietà attività apprezzato dipendeva progetto buona disponibilità carichi pesanti area cui può lavorare gestione discreta stato decisivo dipendeva progetto discreto ambiente dipendeva sede resta punto miglioramento purtroppo riconoscimento economico insufficiente stato motivi principali discreto flessibilità discreta inciso parte discreto cultura stato decisivo;27;2;31780,32;DIPLOMA;F;GEN Z;Impiegato;TELECOMUNICAZIONI;3;"Nel complesso discreto: buon mix ma dipendeva dal progetto; ha inciso in parte.";2;"Sotto le aspettative: necessità di maggiore fiducia; ha contribuito alla scelta. In alcuni periodi era diverso.";3;"In linea a tratti: alcune idee recepite, altre meno; resta un punto di miglioramento. Con maggiore chiarezza sarebbe stato ottimo.";4;"In linea e spesso oltre: buona varietà di attività; è un aspetto che ho apprezzato. Dipendeva molto dal progetto.";3;"Soddisfacente ma migliorabile: buona disponibilità, ma carichi pesanti; è un'area su cui si può lavorare.";3;"Soddisfacente ma migliorabile: gestione discreta, migliorabile; non è stato decisivo, ma migliorabile. Dipendeva molto dal progetto.";3;"Nel complesso discreto: ambiente ok, dipendeva dalla sede; resta un punto di miglioramento.";1;"Purtroppo non in linea: riconoscimento economico insufficiente; è stato uno dei motivi principali.";3;"Nel complesso discreto: flessibilità discreta; ha inciso in parte.";3;"Nel complesso discreto: cultura ok nel complesso; non è stato decisivo, ma migliorabile.";0;1;0;0;0;0;0;;9;Più delega e chiarezza sulle responsabilità e Maggiore competitività del pacchetto economico/benefit.;0,123235958;0;0;0;0,101528953;0,08193639;0;0;0,080209293;0;0,090017665;0,168869735;0;0,132712335;0;0;0;0;-0,807429145;-0,869513864;-0,658290627;8;6;8;6;5;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1E+14;5;sopra collaborazioni utili colleghi esperti apprezzato sotto necessità maggiore fiducia contribuito alterno spazio proporre serviva metodo stato decisivo tratti sfide presenti continue inciso parte spesso oltre collaborazione efficace stato margine allineamento sempre chiaro contribuito spesso oltre spazi strumenti buoni funzionato bene spesso oltre pacchetto complessivamente buono funzionato bene alcuni abbastanza flessibilità discreta stato decisivo valori chiari stato;48;6;32202,93;LICENZA MEDIA;M;GEN X;Operaio;FEDERAMBIENTE;4;"Sopra le aspettative: collaborazioni utili con colleghi esperti; è un aspetto che ho apprezzato.";2;"Sotto le aspettative: necessità di maggiore fiducia; ha contribuito alla scelta.";3;"Alterno: spazio per proporre, ma serviva più metodo; non è stato decisivo, ma migliorabile.";3;"In linea a tratti: sfide presenti, ma non continue; ha inciso in parte.";4;"In linea e spesso oltre: collaborazione efficace; non è stato un motivo di uscita.";2;"C'era margine: allineamento non sempre chiaro; ha contribuito alla scelta.";4;"In linea e spesso oltre: spazi e strumenti buoni; ha funzionato bene.";4;"In linea e spesso oltre: pacchetto complessivamente buono; ha funzionato bene. In alcuni periodi era diverso.";3;"Abbastanza in linea: flessibilità discreta; non è stato decisivo, ma migliorabile.";4;"Molto positivo: valori chiari; non è stato un motivo di uscita.";0;0;1;0;0;0;0;;8;Più delega e chiarezza sulle responsabilità.;0;0;0;0,254522342;0;0;0;0;0;0;0;0,110908742;0;0;0;0,108341614;0;0;-0,718744858;-0,506921372;-1,330886053;8;4;8;6;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3,00001E+14;1;crescita tecnica possibile continua stato decisivo maggiore chiarezza sarebbe stato ottimo ben lontano quanto aspettavo decisioni centralizzate stato motivi principali solo parzialmente innovazione sempre prioritaria contribuito alcuni sfide presenti continue inciso parte buona buon clima supporto funzionato bene dipendeva progetto alterno supporto presente continuo area cui può lavorare alcuni sopra media ambiente confortevole superato nettamente attese margine benefit migliorabili inciso pur essendo unico margine equilibrio sempre gestibile contribuito maggiore chiarezza sarebbe stato ottimo abbastanza cultura stato decisivo;58;0;29924,295;DIPLOMA;M;GEN X;Operaio;FEDERAMBIENTE;3;"Soddisfacente ma migliorabile: crescita tecnica possibile ma non continua; non è stato decisivo, ma migliorabile. Con maggiore chiarezza sarebbe stato ottimo.";1;"Ben lontano da quanto mi aspettavo: decisioni molto centralizzate; è stato uno dei motivi principali.";2;"Solo parzialmente in linea: innovazione non sempre prioritaria; ha contribuito alla scelta. In alcuni periodi era diverso.";3;"Soddisfacente ma migliorabile: sfide presenti, ma non continue; ha inciso in parte.";4;"Valutazione buona: buon clima e supporto; ha funzionato bene. Dipendeva molto dal progetto.";3;"Alterno: supporto presente ma non continuo; è un'area su cui si può lavorare. In alcuni periodi era diverso.";5;"Molto sopra la media: ambiente molto confortevole; ha superato nettamente le attese.";2;"C'era margine: benefit migliorabili; ha inciso, pur non essendo l'unico motivo.";2;"C'era margine: equilibrio non sempre gestibile; ha contribuito alla scelta. Con maggiore chiarezza sarebbe stato ottimo.";3;"Abbastanza in linea: cultura ok nel complesso; non è stato decisivo, ma migliorabile.";0;0;0;0;0;1;0;;3;Più delega e chiarezza sulle responsabilità e Maggiore competitività del pacchetto economico/benefit.;0;0;0;0,10063728;0,105462202;0,08511062;0;0;0,083316614;0;0,187009929;0,087705888;0;0;0;0,171351642;0,072837429;0;-0,744083226;-0,869513864;-1,330886053;8;0;8;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
1E+14;2;spesso oltre opportunità apprendere campo apprezzato maggiore chiarezza sarebbe stato ottimo spesso oltre possibilità gestire priorità apprezzato spesso oltre feedback costruttivo iniziative supportato permanenza sotto attività spesso simili inciso pur essendo unico sarebbe solo parzialmente clima contribuito maggiore chiarezza sarebbe stato ottimo ben oltre forte supporto direzione reso esperienza positiva punto forza ottima organizzazione degli spazi stato punto forza sotto benefit migliorabili stato fattore rilevante ben lontano quanto aspettavo difficile staccare spinto valutare alternative sopra media forte coerenza valoriale reso esperienza positiva;49;15;33430,35;QUALIFICA PROFESSIONALE;M;GEN X;Impiegato;FEDERGASACQUA;4;"In linea e spesso oltre: opportunità di apprendere sul campo; è un aspetto che ho apprezzato. Con maggiore chiarezza sarebbe stato ottimo.";4;"In linea e spesso oltre: possibilità di gestire priorità; è un aspetto che ho apprezzato.";4;"In linea e spesso oltre: feedback costruttivo sulle iniziative; ha supportato la permanenza.";2;"Sotto le aspettative: attività spesso simili; ha inciso, pur non essendo l'unico motivo. Con piccoli aggiustamenti sarebbe migliorato molto.";2;"Solo parzialmente in linea: clima migliorabile; ha contribuito alla scelta. Con maggiore chiarezza sarebbe stato ottimo.";5;"Ben oltre le aspettative: forte supporto e direzione; ha reso l'esperienza molto positiva.";5;"Punto di forza: ottima organizzazione degli spazi; è stato un punto di forza.";2;"Sotto le aspettative: benefit migliorabili; è stato un fattore rilevante.";1;"Ben lontano da quanto mi aspettavo: difficile staccare; mi ha spinto a valutare alternative.";5;"Molto sopra la media: forte coerenza valoriale; ha reso l'esperienza molto positiva.";0;0;0;0;0;1;0;;6;Migliore pianificazione dei carichi e più flessibilità.;0,102227004;0;0;0;0;0;0,133722999;0,093049855;0;0;0,149343363;0;0;0,110087872;0;0;0,058166893;0;-0,55404547;-0,581302936;-0,562205567;8;4;4;1;5;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
3,00001E+14;1;sotto attività poco coerenti mio profilo stato elemento determinante possibilità gestire priorità supportato permanenza debole previsto ascolto presente poco strutturato inciso pur essendo unico obiettivi abbastanza sfidanti stato elemento sopra media ottima collaborazione degli aspetti migliori discreto comunicazione aiuterebbe stato decisivo davvero ambiente confortevole degli aspetti migliori solo parzialmente compensation pienamente inciso pur essendo unico purtroppo carichi orari spesso sostenibili inciso modo significativo eccellente forte coerenza valoriale degli aspetti migliori;28;1;34242,35;LAUREA;M;GEN Z;Impiegato;FEDERGASACQUA;1;"Molto sotto le aspettative: attività poco coerenti con il mio profilo; è stato un elemento determinante.";4;"Molto positivo: possibilità di gestire priorità; ha supportato la permanenza.";2;"Più debole del previsto: ascolto presente ma poco strutturato; ha inciso, pur non essendo l'unico motivo.";4;"Molto positivo: obiettivi abbastanza sfidanti; è stato un elemento positivo.";5;"Molto sopra la media: ottima collaborazione; è uno degli aspetti migliori.";3;"Nel complesso discreto: più comunicazione aiuterebbe; non è stato decisivo, ma migliorabile.";5;"Aspetto davvero positivo: ambiente molto confortevole; è uno degli aspetti migliori.";2;"Solo parzialmente in linea: compensation non pienamente in linea; ha inciso, pur non essendo l'unico motivo.";1;"Purtroppo non in linea: carichi e orari spesso non sostenibili; ha inciso in modo significativo.";5;"Eccellente: forte coerenza valoriale; è uno degli aspetti migliori.";0;0;0;0;1;0;0;;6;Maggiore competitività del pacchetto economico/benefit e Canali strutturati per valorizzare idee e iniziative.;0,106094836;0;0;0;0;0;0;0;0;0,106094836;0;0;0,169725927;0;0;0;0,060367679;0;-0,668068123;-0,749168961;0,014304798;2;0;8;6;5;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3,00001E+14;3;sopra media forte apprendimento responsabilità stato punto forza alterno buon margine qualche vincolo determinato solo sotto ascolto presente poco strutturato avuto impatto discreto sfide presenti continue determinato solo tratti team alti bassi stato decisivo punto forza leadership efficace ciò mancherà sotto spazi strumenti adeguati spinto valutare alternative buona pacchetto complessivamente buono stato elemento maggiore chiarezza sarebbe stato ottimo abbastanza flessibilità discreta area cui può lavorare allineamento sufficiente stato decisivo sarebbe;38;0;29924,295;DIPLOMA;M;MILLENNIALS;Operaio;FEDERAMBIENTE;5;"Molto sopra la media: forte apprendimento e responsabilità; è stato un punto di forza.";3;"Alterno: buon margine, con qualche vincolo; non ha determinato la scelta da solo.";2;"Sotto le aspettative: ascolto presente ma poco strutturato; ha avuto un impatto.";3;"Nel complesso discreto: sfide presenti, ma non continue; non ha determinato la scelta da solo.";3;"In linea a tratti: team ok, con alti e bassi; non è stato decisivo, ma migliorabile.";5;"Punto di forza: leadership molto efficace; è ciò che mi mancherà di più.";1;"Molto sotto le aspettative: spazi/strumenti non adeguati; mi ha spinto a valutare alternative.";4;"Valutazione buona: pacchetto complessivamente buono; è stato un elemento positivo. Con maggiore chiarezza sarebbe stato ottimo.";3;"Abbastanza in linea: flessibilità discreta; è un'area su cui si può lavorare.";3;"Soddisfacente ma migliorabile: allineamento sufficiente; non è stato decisivo, ma migliorabile. Con piccoli aggiustamenti sarebbe migliorato molto.";0;0;1;0;0;0;0;;9;Canali strutturati per valorizzare idee e iniziative.;0;0;0,113889953;0;0,117986409;0,095217966;0;0;0,093210913;0;0,104609185;0;0,114552208;0,154224498;0,134006422;0;0,162974535;0,131847921;-0,478030367;-0,266411792;-0,177865323;8;3;7;0;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3E+14;7;buona opportunità apprendere campo stato elemento alterno autonomia sufficiente costante inciso parte alcuni canali informali funzionavano metà area cui può lavorare dipendeva progetto progetti interessanti stato abbastanza collaborazione discreta determinato solo discreto gestione discreta stato decisivo esperienza solida spazi strumenti buoni stato ben oltre benefit davvero apprezzabili ciò mancherà eccellente ottimo equilibrio stato punto forza alterno cultura determinato solo dipendeva progetto;35;2;32312,69;DIPLOMA;M;MILLENNIALS;Operaio;FEDERAMBIENTE;4;"Valutazione buona: opportunità di apprendere sul campo; è stato un elemento positivo.";3;"Alterno: autonomia sufficiente, ma non costante; ha inciso in parte. In alcuni periodi era diverso.";3;"Soddisfacente ma migliorabile: canali informali funzionavano a metà; è un'area su cui si può lavorare. Dipendeva molto dal progetto.";4;"Molto positivo: progetti interessanti; non è stato un motivo di uscita.";3;"Abbastanza in linea: collaborazione discreta; non ha determinato la scelta da solo.";3;"Nel complesso discreto: gestione discreta, migliorabile; non è stato decisivo, ma migliorabile.";4;"Esperienza solida: spazi e strumenti buoni; non è stato un motivo di uscita.";5;"Ben oltre le aspettative: benefit davvero apprezzabili; è ciò che mi mancherà di più.";5;"Eccellente: ottimo equilibrio; è stato un punto di forza.";3;"Alterno: cultura ok nel complesso; non ha determinato la scelta da solo. Dipendeva molto dal progetto.";0;0;1;0;0;0;0;;8;Continuare su questa linea, con più mobilità interna e sviluppo.;0;0,162330521;0;0;0;0,108208443;0,106446711;0;0,105927569;0;0,118880895;0,111508031;0;0,087632584;0;0;0,185208962;0;-0,668068123;0,704615052;-1,330886053;8;8;7;1;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
1E+14;4;buon mix dipendeva progetto area cui può lavorare spazio organizzare apprezzato purtroppo processi poco aperti cambiamento spinto valutare alternative obiettivi abbastanza sfidanti stato elemento dipendeva progetto sopra media ottima collaborazione stato punto forza spesso oltre priorità abbastanza chiare supportato permanenza sopra media strumenti eccellenti ciò mancherà solo parzialmente progressioni lente stato fattore rilevante dipendeva progetto dipendeva periodo stato decisivo buona attenzione persone risultati stato;44;22;38315,51;LICENZA MEDIA;M;MILLENNIALS;Impiegato;FEDERGASACQUA;3;"Soddisfacente ma migliorabile: buon mix ma dipendeva dal progetto; è un'area su cui si può lavorare.";4;"Molto positivo: spazio per organizzare il lavoro; è un aspetto che ho apprezzato.";1;"Purtroppo non in linea: processi poco aperti al cambiamento; mi ha spinto a valutare alternative.";4;"Molto positivo: obiettivi abbastanza sfidanti; è stato un elemento positivo. Dipendeva molto dal progetto.";5;"Molto sopra la media: ottima collaborazione; è stato un punto di forza.";4;"In linea e spesso oltre: priorità abbastanza chiare; ha supportato la permanenza.";5;"Molto sopra la media: strumenti eccellenti; è ciò che mi mancherà di più.";2;"Solo parzialmente in linea: progressioni lente; è stato un fattore rilevante. Dipendeva molto dal progetto.";3;"Soddisfacente ma migliorabile: dipendeva dal periodo; non è stato decisivo, ma migliorabile.";4;"Molto positivo: buona attenzione a persone e risultati; non è stato un motivo di uscita.";0;0;0;0;0;1;0;;4;Maggiore competitività del pacchetto economico/benefit.;0;0;0;0;0,114388724;0,092314545;0;0;0,090368691;0;0;0;0,11105924;0,074760914;0;0;0,079002528;0;-0,706075675;-0,869513864;-0,081780262;4;7;8;6;5;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
1E+14;2;crescita tecnica possibile continua determinato solo ben oltre libertà impostare attività soluzioni ciò mancherà solo parzialmente ascolto presente poco strutturato contribuito sopra media responsabilità crescenti ciò mancherà abbastanza buona disponibilità carichi pesanti inciso parte eccellente leadership efficace superato nettamente attese ben oltre ambiente confortevole reso esperienza positiva sotto progressioni lente aumentato insoddisfazione discreto gestibile picchi area cui può lavorare margine cultura sempre allineata contribuito;40;4;25545,78;LAUREA;M;MILLENNIALS;Operaio;GOMMA PLASTICA E INDUSTRIA;3;"Soddisfacente ma migliorabile: crescita tecnica possibile ma non continua; non ha determinato la scelta da solo.";5;"Ben oltre le aspettative: libertà di impostare attività e soluzioni; è ciò che mi mancherà di più.";2;"Solo parzialmente in linea: ascolto presente ma poco strutturato; ha contribuito alla scelta.";5;"Molto sopra la media: responsabilità crescenti; è ciò che mi mancherà di più.";3;"Abbastanza in linea: buona disponibilità, ma carichi pesanti; ha inciso in parte.";5;"Eccellente: leadership molto efficace; ha superato nettamente le attese.";5;"Ben oltre le aspettative: ambiente molto confortevole; ha reso l'esperienza molto positiva.";2;"Sotto le aspettative: progressioni lente; ha aumentato l'insoddisfazione.";3;"Nel complesso discreto: gestibile, con picchi; è un'area su cui si può lavorare.";2;"C'era margine: cultura non sempre allineata; ha contribuito alla scelta.";0;0;0;0;1;0;0;;7;Maggiore coerenza tra valori dichiarati e pratiche.;0,143842979;0;0;0;0;0,095637464;0,094080399;0;0,093621568;0;0;0,098553727;0,115056886;0;0;0,096272572;0,163692545;0;-0,55404547;-0,144218804;-0,562205567;8;3;3;1;5;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0
3,00001E+14;3;esperienza solida buona complessità casi stato elemento alterno dipendeva responsabile progetto stato decisivo solo parzialmente tempi lunghi portare avanti iniziative stato fattore rilevante abbastanza sfide presenti continue stato decisivo punto forza ottima collaborazione reso esperienza positiva tratti gestione discreta area cui può lavorare purtroppo spazi strumenti adeguati pesato decisione discreto complessivamente adeguata stato decisivo alterno gestibile picchi determinato solo tratti cultura area cui può lavorare;56;0;29924,295;LICENZA ELEMENTARE;M;GEN X;Operaio;COMMER.TERZ.;4;"Esperienza solida: buona complessità dei casi; è stato un elemento positivo.";3;"Alterno: dipendeva dal responsabile/progetto; non è stato decisivo, ma migliorabile.";2;"Solo parzialmente in linea: tempi lunghi per portare avanti iniziative; è stato un fattore rilevante.";3;"Abbastanza in linea: sfide presenti, ma non continue; non è stato decisivo, ma migliorabile.";5;"Punto di forza: ottima collaborazione; ha reso l'esperienza molto positiva.";3;"In linea a tratti: gestione discreta, migliorabile; è un'area su cui si può lavorare.";1;"Purtroppo non in linea: spazi/strumenti non adeguati; ha pesato molto sulla decisione.";3;"Nel complesso discreto: complessivamente adeguata; non è stato decisivo, ma migliorabile.";3;"Alterno: gestibile, con picchi; non ha determinato la scelta da solo.";3;"In linea a tratti: cultura ok nel complesso; è un'area su cui si può lavorare.";0;0;1;0;0;0;0;;8;Canali strutturati per valorizzare idee e iniziative.;0;0;0;0;0;0,185239509;0,182223641;0;0,181334935;0;0;0;0;0,075008088;0;0;0,15852745;0;-0,769421593;-0,869513864;-0,850460749;8;6;8;6;5;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3,00001E+14;3;abbastanza buon mix dipendeva progetto determinato solo alcuni sotto spazi decisionali ridotti aumentato insoddisfazione alterno canali informali funzionavano metà determinato solo sotto sfide limitate tempo avuto impatto ben oltre ottima collaborazione reso esperienza positiva sopra buona guida confronto apprezzato discreto qualche miglioramento possibile area cui può lavorare riconoscimento coerente supportato permanenza ben lontano quanto aspettavo carichi orari spesso sostenibili spinto valutare alternative esperienza solida cultura positiva supportato permanenza;28;1;30223,34;DIPLOMA;M;MILLENNIALS;Operaio;LOGISTICA E TRASPORTO MERCI E SPEDIZIONI;3;"Abbastanza in linea: buon mix ma dipendeva dal progetto; non ha determinato la scelta da solo. In alcuni periodi era diverso.";2;"Sotto le aspettative: spazi decisionali ridotti; ha aumentato l'insoddisfazione.";3;"Alterno: canali informali funzionavano a metà; non ha determinato la scelta da solo.";2;"Sotto le aspettative: sfide limitate nel tempo; ha avuto un impatto.";5;"Ben oltre le aspettative: ottima collaborazione; ha reso l'esperienza molto positiva.";4;"Sopra le aspettative: buona guida e confronto; è un aspetto che ho apprezzato.";3;"Nel complesso discreto: qualche miglioramento possibile; è un'area su cui si può lavorare.";4;"Molto positivo: riconoscimento coerente; ha supportato la permanenza.";1;"Ben lontano da quanto mi aspettavo: carichi e orari spesso non sostenibili; mi ha spinto a valutare alternative.";4;"Esperienza solida: cultura positiva; ha supportato la permanenza.";1;0;0;0;0;0;0;;5;Migliore pianificazione dei carichi e più flessibilità.;0;0;0,11424672;0;0,118356008;0,095516242;0,187922301;0;0,093502901;0;0;0;0;0;0,134426205;0;0,163485062;0;-0,680737307;0,058433649;-1,426971114;8;0;2;6;5;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1E+14;5;alterno buon mix dipendeva progetto inciso parte solo parzialmente autonomia limitata alcuni temi avuto impatto alcuni sotto tempi lunghi portare avanti iniziative aumentato insoddisfazione discreto sviluppo possibile rotazione resta punto miglioramento spesso oltre team disponibile supportato permanenza pienamente decisioni poco tempestive stato fattore rilevante dipendeva progetto tratti qualche miglioramento possibile determinato solo maggiore chiarezza sarebbe stato ottimo solo parzialmente compensation pienamente contribuito purtroppo carichi orari spesso sostenibili inciso modo significativo debole previsto alcuni comportamenti contribuito;44;4;67221,14;LAUREA;M;MILLENNIALS;Quadro;COMMER.TERZ.;3;"Alterno: buon mix ma dipendeva dal progetto; ha inciso in parte.";2;"Solo parzialmente in linea: autonomia limitata su alcuni temi; ha avuto un impatto. In alcuni periodi era diverso.";2;"Sotto le aspettative: tempi lunghi per portare avanti iniziative; ha aumentato l'insoddisfazione.";3;"Nel complesso discreto: sviluppo possibile con più rotazione; resta un punto di miglioramento.";4;"In linea e spesso oltre: team disponibile; ha supportato la permanenza.";2;"Non pienamente soddisfacente: decisioni poco tempestive; è stato un fattore rilevante. Dipendeva molto dal progetto.";3;"In linea a tratti: qualche miglioramento possibile; non ha determinato la scelta da solo. Con maggiore chiarezza sarebbe stato ottimo.";2;"Solo parzialmente in linea: compensation non pienamente in linea; ha contribuito alla scelta.";1;"Purtroppo non in linea: carichi e orari spesso non sostenibili; ha inciso in modo significativo.";2;"Più debole del previsto: alcuni comportamenti non in linea; ha contribuito alla scelta.";0;0;0;0;1;0;0;;7;Più delega e chiarezza sulle responsabilità.;0;0,128338119;0,102325328;0;0,106005822;0;0;0;0;0,128669986;0,093986949;0,088157981;0,102920337;0,069282109;0,120399129;0;0,219638638;0,118459807;-0,744083226;-0,197370491;-1,234800992;8;3;8;6;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3,00001E+14;5;margine contenuti tecnici sempre profondi inciso pur essendo unico margine necessità maggiore fiducia contribuito abbastanza canali informali funzionavano metà stato decisivo debole previsto sfide limitate tempo aumentato insoddisfazione team disponibile apprezzato tratti comunicazione aiuterebbe stato decisivo davvero ambiente confortevole reso esperienza positiva davvero benefit davvero apprezzabili stato punto forza pienamente equilibrio sempre gestibile stato fattore rilevante spesso oltre valori chiari funzionato bene cercato contesto sostenibile orari carichi;30;2;27984,18;LAUREA;F;MILLENNIALS;Impiegato;COMMER.TERZ.;2;"C'era margine: contenuti tecnici non sempre profondi; ha inciso, pur non essendo l'unico motivo.";2;"C'era margine: necessità di maggiore fiducia; ha contribuito alla scelta.";3;"Abbastanza in linea: canali informali funzionavano a metà; non è stato decisivo, ma migliorabile.";2;"Più debole del previsto: sfide limitate nel tempo; ha aumentato l'insoddisfazione.";4;"Molto positivo: team disponibile; è un aspetto che ho apprezzato.";3;"In linea a tratti: più comunicazione aiuterebbe; non è stato decisivo, ma migliorabile.";5;"Aspetto davvero positivo: ambiente molto confortevole; ha reso l'esperienza molto positiva.";5;"Aspetto davvero positivo: benefit davvero apprezzabili; è stato un punto di forza.";2;"Non pienamente soddisfacente: equilibrio non sempre gestibile; è stato un fattore rilevante.";4;"In linea e spesso oltre: valori chiari; ha funzionato bene.";0;0;0;0;0;1;0;Ho cercato un contesto più sostenibile come orari e carichi.;4;Migliore pianificazione dei carichi e più flessibilità.;0;0;0;0,121468393;0;0;0,101055335;0;0;0;0;0;0;0,083194117;0;0,206820063;0;0,14224681;-0,744083226;0,388983419;-1,042630871;8;1;8;6;5;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
